iteration,latency_ns,latency_ms,precision,threads,kernels
613,903430,0.90343,double,2,10
614,893317,0.893317,double,2,10
615,885975,0.885975,double,2,10
616,875290,0.87529,double,2,10
617,881999,0.881999,double,2,10
618,889740,0.88974,double,2,10
619,890360,0.89036,double,2,10
620,881198,0.881198,double,2,10
621,866611,0.866611,double,2,10
622,871643,0.871643,double,2,10
623,869528,0.869528,double,2,10
624,871880,0.87188,double,2,10
625,873563,0.873563,double,2,10
626,869787,0.869787,double,2,10
627,896378,0.896378,double,2,10
628,889040,0.88904,double,2,10
629,906834,0.906834,double,2,10
630,869517,0.869517,double,2,10
631,868492,0.868492,double,2,10
632,868280,0.86828,double,2,10
633,870994,0.870994,double,2,10
634,864636,0.864636,double,2,10
635,868699,0.868699,double,2,10
636,866242,0.866242,double,2,10
637,866109,0.866109,double,2,10
638,867257,0.867257,double,2,10
639,867727,0.867727,double,2,10
640,869076,0.869076,double,2,10
641,895358,0.895358,double,2,10
642,896826,0.896826,double,2,10
643,903425,0.903425,double,2,10
644,866483,0.866483,double,2,10
645,870132,0.870132,double,2,10
646,871684,0.871684,double,2,10
647,867804,0.867804,double,2,10
648,874370,0.87437,double,2,10
649,869350,0.86935,double,2,10
650,865297,0.865297,double,2,10
651,871770,0.87177,double,2,10
652,868182,0.868182,double,2,10
653,877103,0.877103,double,2,10
654,868782,0.868782,double,2,10
655,864242,0.864242,double,2,10
656,874986,0.874986,double,2,10
657,870774,0.870774,double,2,10
658,890798,0.890798,double,2,10
659,896863,0.896863,double,2,10
660,895419,0.895419,double,2,10
661,869329,0.869329,double,2,10
662,865685,0.865685,double,2,10
663,868595,0.868595,double,2,10
664,868192,0.868192,double,2,10
665,864815,0.864815,double,2,10
666,863394,0.863394,double,2,10
667,868060,0.86806,double,2,10
668,867550,0.86755,double,2,10
669,869995,0.869995,double,2,10
670,869916,0.869916,double,2,10
671,870773,0.870773,double,2,10
672,867530,0.86753,double,2,10
673,867373,0.867373,double,2,10
674,866792,0.866792,double,2,10
675,875767,0.875767,double,2,10
676,872195,0.872195,double,2,10
677,870911,0.870911,double,2,10
678,868667,0.868667,double,2,10
679,871668,0.871668,double,2,10
680,867470,0.86747,double,2,10
681,871820,0.87182,double,2,10
682,865032,0.865032,double,2,10
683,866297,0.866297,double,2,10
684,865520,0.86552,double,2,10
685,864573,0.864573,double,2,10
686,868223,0.868223,double,2,10
687,867147,0.867147,double,2,10
688,867856,0.867856,double,2,10
689,872564,0.872564,double,2,10
690,862365,0.862365,double,2,10
691,866665,0.866665,double,2,10
692,874036,0.874036,double,2,10
693,866862,0.866862,double,2,10
694,896665,0.896665,double,2,10
695,893638,0.893638,double,2,10
696,898317,0.898317,double,2,10
697,871075,0.871075,double,2,10
698,864340,0.86434,double,2,10
699,899952,0.899952,double,2,10
700,895762,0.895762,double,2,10
701,890162,0.890162,double,2,10
702,899826,0.899826,double,2,10
703,889731,0.889731,double,2,10
704,893181,0.893181,double,2,10
