iteration,latency_ns,latency_ms,precision,threads,scope
385,15677033,15.677,double_intermediate,1,plan+SOCS+FI+output_formation
386,15627296,15.6273,double_intermediate,1,plan+SOCS+FI+output_formation
387,15612638,15.6126,double_intermediate,1,plan+SOCS+FI+output_formation
388,15518886,15.5189,double_intermediate,1,plan+SOCS+FI+output_formation
389,15477190,15.4772,double_intermediate,1,plan+SOCS+FI+output_formation
390,15629378,15.6294,double_intermediate,1,plan+SOCS+FI+output_formation
391,16197193,16.1972,double_intermediate,1,plan+SOCS+FI+output_formation
392,15742673,15.7427,double_intermediate,1,plan+SOCS+FI+output_formation
393,20194325,20.1943,double_intermediate,1,plan+SOCS+FI+output_formation
394,16805665,16.8057,double_intermediate,1,plan+SOCS+FI+output_formation
395,15467310,15.4673,double_intermediate,1,plan+SOCS+FI+output_formation
396,15625682,15.6257,double_intermediate,1,plan+SOCS+FI+output_formation
397,15540335,15.5403,double_intermediate,1,plan+SOCS+FI+output_formation
398,15511669,15.5117,double_intermediate,1,plan+SOCS+FI+output_formation
399,15581080,15.5811,double_intermediate,1,plan+SOCS+FI+output_formation
400,15511056,15.5111,double_intermediate,1,plan+SOCS+FI+output_formation
401,15557461,15.5575,double_intermediate,1,plan+SOCS+FI+output_formation
402,15497831,15.4978,double_intermediate,1,plan+SOCS+FI+output_formation
403,15569272,15.5693,double_intermediate,1,plan+SOCS+FI+output_formation
404,15464828,15.4648,double_intermediate,1,plan+SOCS+FI+output_formation
405,15660677,15.6607,double_intermediate,1,plan+SOCS+FI+output_formation
406,15676267,15.6763,double_intermediate,1,plan+SOCS+FI+output_formation
407,15454696,15.4547,double_intermediate,1,plan+SOCS+FI+output_formation
408,15535503,15.5355,double_intermediate,1,plan+SOCS+FI+output_formation
409,15562713,15.5627,double_intermediate,1,plan+SOCS+FI+output_formation
410,15514729,15.5147,double_intermediate,1,plan+SOCS+FI+output_formation
411,15442643,15.4426,double_intermediate,1,plan+SOCS+FI+output_formation
412,15569840,15.5698,double_intermediate,1,plan+SOCS+FI+output_formation
413,15467118,15.4671,double_intermediate,1,plan+SOCS+FI+output_formation
414,15511696,15.5117,double_intermediate,1,plan+SOCS+FI+output_formation
415,15579272,15.5793,double_intermediate,1,plan+SOCS+FI+output_formation
416,15540420,15.5404,double_intermediate,1,plan+SOCS+FI+output_formation
417,15558204,15.5582,double_intermediate,1,plan+SOCS+FI+output_formation
418,15548811,15.5488,double_intermediate,1,plan+SOCS+FI+output_formation
419,15680101,15.6801,double_intermediate,1,plan+SOCS+FI+output_formation
420,15486262,15.4863,double_intermediate,1,plan+SOCS+FI+output_formation
421,15529912,15.5299,double_intermediate,1,plan+SOCS+FI+output_formation
422,15540729,15.5407,double_intermediate,1,plan+SOCS+FI+output_formation
423,15529317,15.5293,double_intermediate,1,plan+SOCS+FI+output_formation
424,15507577,15.5076,double_intermediate,1,plan+SOCS+FI+output_formation
425,16488691,16.4887,double_intermediate,1,plan+SOCS+FI+output_formation
426,17286342,17.2863,double_intermediate,1,plan+SOCS+FI+output_formation
427,15557867,15.5579,double_intermediate,1,plan+SOCS+FI+output_formation
428,15522686,15.5227,double_intermediate,1,plan+SOCS+FI+output_formation
429,15496925,15.4969,double_intermediate,1,plan+SOCS+FI+output_formation
430,15490231,15.4902,double_intermediate,1,plan+SOCS+FI+output_formation
431,15780122,15.7801,double_intermediate,1,plan+SOCS+FI+output_formation
432,15594286,15.5943,double_intermediate,1,plan+SOCS+FI+output_formation
433,15524505,15.5245,double_intermediate,1,plan+SOCS+FI+output_formation
434,15534945,15.5349,double_intermediate,1,plan+SOCS+FI+output_formation
435,15504521,15.5045,double_intermediate,1,plan+SOCS+FI+output_formation
436,15647676,15.6477,double_intermediate,1,plan+SOCS+FI+output_formation
437,16195818,16.1958,double_intermediate,1,plan+SOCS+FI+output_formation
438,15563182,15.5632,double_intermediate,1,plan+SOCS+FI+output_formation
439,15482599,15.4826,double_intermediate,1,plan+SOCS+FI+output_formation
440,15658412,15.6584,double_intermediate,1,plan+SOCS+FI+output_formation
441,15594190,15.5942,double_intermediate,1,plan+SOCS+FI+output_formation
442,15484929,15.4849,double_intermediate,1,plan+SOCS+FI+output_formation
443,15451550,15.4515,double_intermediate,1,plan+SOCS+FI+output_formation
444,15585856,15.5859,double_intermediate,1,plan+SOCS+FI+output_formation
445,15472359,15.4724,double_intermediate,1,plan+SOCS+FI+output_formation
446,15587225,15.5872,double_intermediate,1,plan+SOCS+FI+output_formation
447,15522759,15.5228,double_intermediate,1,plan+SOCS+FI+output_formation
448,15602980,15.603,double_intermediate,1,plan+SOCS+FI+output_formation
449,15537008,15.537,double_intermediate,1,plan+SOCS+FI+output_formation
450,15494986,15.495,double_intermediate,1,plan+SOCS+FI+output_formation
451,15765152,15.7652,double_intermediate,1,plan+SOCS+FI+output_formation
452,15621795,15.6218,double_intermediate,1,plan+SOCS+FI+output_formation
453,15630526,15.6305,double_intermediate,1,plan+SOCS+FI+output_formation
454,15564328,15.5643,double_intermediate,1,plan+SOCS+FI+output_formation
455,15554804,15.5548,double_intermediate,1,plan+SOCS+FI+output_formation
456,16078465,16.0785,double_intermediate,1,plan+SOCS+FI+output_formation
457,20959841,20.9598,double_intermediate,1,plan+SOCS+FI+output_formation
458,15970301,15.9703,double_intermediate,1,plan+SOCS+FI+output_formation
459,15630432,15.6304,double_intermediate,1,plan+SOCS+FI+output_formation
460,15639641,15.6396,double_intermediate,1,plan+SOCS+FI+output_formation
461,15515747,15.5157,double_intermediate,1,plan+SOCS+FI+output_formation
462,15545445,15.5454,double_intermediate,1,plan+SOCS+FI+output_formation
463,15661408,15.6614,double_intermediate,1,plan+SOCS+FI+output_formation
464,15532488,15.5325,double_intermediate,1,plan+SOCS+FI+output_formation
465,15542954,15.543,double_intermediate,1,plan+SOCS+FI+output_formation
466,15562716,15.5627,double_intermediate,1,plan+SOCS+FI+output_formation
467,15505035,15.505,double_intermediate,1,plan+SOCS+FI+output_formation
468,15582404,15.5824,double_intermediate,1,plan+SOCS+FI+output_formation
469,15542996,15.543,double_intermediate,1,plan+SOCS+FI+output_formation
470,15649303,15.6493,double_intermediate,1,plan+SOCS+FI+output_formation
471,15421544,15.4215,double_intermediate,1,plan+SOCS+FI+output_formation
472,16382671,16.3827,double_intermediate,1,plan+SOCS+FI+output_formation
473,15700616,15.7006,double_intermediate,1,plan+SOCS+FI+output_formation
474,15513770,15.5138,double_intermediate,1,plan+SOCS+FI+output_formation
475,15528472,15.5285,double_intermediate,1,plan+SOCS+FI+output_formation
476,15520355,15.5204,double_intermediate,1,plan+SOCS+FI+output_formation
477,15490984,15.491,double_intermediate,1,plan+SOCS+FI+output_formation
478,15542014,15.542,double_intermediate,1,plan+SOCS+FI+output_formation
479,15565317,15.5653,double_intermediate,1,plan+SOCS+FI+output_formation
480,15525546,15.5255,double_intermediate,1,plan+SOCS+FI+output_formation
481,15481806,15.4818,double_intermediate,1,plan+SOCS+FI+output_formation
482,15566112,15.5661,double_intermediate,1,plan+SOCS+FI+output_formation
483,15444883,15.4449,double_intermediate,1,plan+SOCS+FI+output_formation
484,15559638,15.5596,double_intermediate,1,plan+SOCS+FI+output_formation
485,15468661,15.4687,double_intermediate,1,plan+SOCS+FI+output_formation
486,15509769,15.5098,double_intermediate,1,plan+SOCS+FI+output_formation
487,15558467,15.5585,double_intermediate,1,plan+SOCS+FI+output_formation
488,15570310,15.5703,double_intermediate,1,plan+SOCS+FI+output_formation
489,18113517,18.1135,double_intermediate,1,plan+SOCS+FI+output_formation
490,18299693,18.2997,double_intermediate,1,plan+SOCS+FI+output_formation
491,15740306,15.7403,double_intermediate,1,plan+SOCS+FI+output_formation
492,15510584,15.5106,double_intermediate,1,plan+SOCS+FI+output_formation
493,15548228,15.5482,double_intermediate,1,plan+SOCS+FI+output_formation
494,15575479,15.5755,double_intermediate,1,plan+SOCS+FI+output_formation
495,15527007,15.527,double_intermediate,1,plan+SOCS+FI+output_formation
496,15477014,15.477,double_intermediate,1,plan+SOCS+FI+output_formation
497,15505410,15.5054,double_intermediate,1,plan+SOCS+FI+output_formation
498,15486846,15.4868,double_intermediate,1,plan+SOCS+FI+output_formation
499,15710302,15.7103,double_intermediate,1,plan+SOCS+FI+output_formation
500,15784783,15.7848,double_intermediate,1,plan+SOCS+FI+output_formation
501,15568961,15.569,double_intermediate,1,plan+SOCS+FI+output_formation
502,15528002,15.528,double_intermediate,1,plan+SOCS+FI+output_formation
503,15476739,15.4767,double_intermediate,1,plan+SOCS+FI+output_formation
504,15584625,15.5846,double_intermediate,1,plan+SOCS+FI+output_formation
505,15588879,15.5889,double_intermediate,1,plan+SOCS+FI+output_formation
506,15512010,15.512,double_intermediate,1,plan+SOCS+FI+output_formation
507,15567342,15.5673,double_intermediate,1,plan+SOCS+FI+output_formation
508,15548137,15.5481,double_intermediate,1,plan+SOCS+FI+output_formation
509,15498644,15.4986,double_intermediate,1,plan+SOCS+FI+output_formation
510,15596880,15.5969,double_intermediate,1,plan+SOCS+FI+output_formation
511,15565419,15.5654,double_intermediate,1,plan+SOCS+FI+output_formation
512,15673347,15.6733,double_intermediate,1,plan+SOCS+FI+output_formation
513,15570200,15.5702,double_intermediate,1,plan+SOCS+FI+output_formation
514,15640479,15.6405,double_intermediate,1,plan+SOCS+FI+output_formation
515,15517482,15.5175,double_intermediate,1,plan+SOCS+FI+output_formation
516,15502702,15.5027,double_intermediate,1,plan+SOCS+FI+output_formation
517,15589608,15.5896,double_intermediate,1,plan+SOCS+FI+output_formation
518,15500911,15.5009,double_intermediate,1,plan+SOCS+FI+output_formation
519,15540727,15.5407,double_intermediate,1,plan+SOCS+FI+output_formation
520,19548524,19.5485,double_intermediate,1,plan+SOCS+FI+output_formation
521,15909033,15.909,double_intermediate,1,plan+SOCS+FI+output_formation
522,15486957,15.487,double_intermediate,1,plan+SOCS+FI+output_formation
523,15979482,15.9795,double_intermediate,1,plan+SOCS+FI+output_formation
524,15499965,15.5,double_intermediate,1,plan+SOCS+FI+output_formation
525,15537982,15.538,double_intermediate,1,plan+SOCS+FI+output_formation
526,15529935,15.5299,double_intermediate,1,plan+SOCS+FI+output_formation
527,15494640,15.4946,double_intermediate,1,plan+SOCS+FI+output_formation
528,15504589,15.5046,double_intermediate,1,plan+SOCS+FI+output_formation
529,15511784,15.5118,double_intermediate,1,plan+SOCS+FI+output_formation
530,15536245,15.5362,double_intermediate,1,plan+SOCS+FI+output_formation
531,15469407,15.4694,double_intermediate,1,plan+SOCS+FI+output_formation
532,15530307,15.5303,double_intermediate,1,plan+SOCS+FI+output_formation
533,15565690,15.5657,double_intermediate,1,plan+SOCS+FI+output_formation
534,15459432,15.4594,double_intermediate,1,plan+SOCS+FI+output_formation
535,15511833,15.5118,double_intermediate,1,plan+SOCS+FI+output_formation
536,15538236,15.5382,double_intermediate,1,plan+SOCS+FI+output_formation
537,15517521,15.5175,double_intermediate,1,plan+SOCS+FI+output_formation
538,15511775,15.5118,double_intermediate,1,plan+SOCS+FI+output_formation
539,15489331,15.4893,double_intermediate,1,plan+SOCS+FI+output_formation
540,15482633,15.4826,double_intermediate,1,plan+SOCS+FI+output_formation
541,15497096,15.4971,double_intermediate,1,plan+SOCS+FI+output_formation
542,15511897,15.5119,double_intermediate,1,plan+SOCS+FI+output_formation
543,15502728,15.5027,double_intermediate,1,plan+SOCS+FI+output_formation
544,15473896,15.4739,double_intermediate,1,plan+SOCS+FI+output_formation
545,15561853,15.5619,double_intermediate,1,plan+SOCS+FI+output_formation
546,15557285,15.5573,double_intermediate,1,plan+SOCS+FI+output_formation
547,15532241,15.5322,double_intermediate,1,plan+SOCS+FI+output_formation
548,15557143,15.5571,double_intermediate,1,plan+SOCS+FI+output_formation
549,15529113,15.5291,double_intermediate,1,plan+SOCS+FI+output_formation
550,15517313,15.5173,double_intermediate,1,plan+SOCS+FI+output_formation
551,15532416,15.5324,double_intermediate,1,plan+SOCS+FI+output_formation
552,15508439,15.5084,double_intermediate,1,plan+SOCS+FI+output_formation
553,17835336,17.8353,double_intermediate,1,plan+SOCS+FI+output_formation
554,15540128,15.5401,double_intermediate,1,plan+SOCS+FI+output_formation
555,15486889,15.4869,double_intermediate,1,plan+SOCS+FI+output_formation
556,15528400,15.5284,double_intermediate,1,plan+SOCS+FI+output_formation
557,15549601,15.5496,double_intermediate,1,plan+SOCS+FI+output_formation
558,15532955,15.533,double_intermediate,1,plan+SOCS+FI+output_formation
559,15751552,15.7516,double_intermediate,1,plan+SOCS+FI+output_formation
560,15475254,15.4753,double_intermediate,1,plan+SOCS+FI+output_formation
561,15549962,15.55,double_intermediate,1,plan+SOCS+FI+output_formation
562,15637249,15.6372,double_intermediate,1,plan+SOCS+FI+output_formation
563,15655067,15.6551,double_intermediate,1,plan+SOCS+FI+output_formation
564,15743304,15.7433,double_intermediate,1,plan+SOCS+FI+output_formation
565,15634658,15.6347,double_intermediate,1,plan+SOCS+FI+output_formation
566,15531416,15.5314,double_intermediate,1,plan+SOCS+FI+output_formation
567,15577778,15.5778,double_intermediate,1,plan+SOCS+FI+output_formation
568,15661578,15.6616,double_intermediate,1,plan+SOCS+FI+output_formation
569,15736068,15.7361,double_intermediate,1,plan+SOCS+FI+output_formation
570,15532049,15.532,double_intermediate,1,plan+SOCS+FI+output_formation
571,15566356,15.5664,double_intermediate,1,plan+SOCS+FI+output_formation
572,15620365,15.6204,double_intermediate,1,plan+SOCS+FI+output_formation
573,15582541,15.5825,double_intermediate,1,plan+SOCS+FI+output_formation
574,15815716,15.8157,double_intermediate,1,plan+SOCS+FI+output_formation
575,15576560,15.5766,double_intermediate,1,plan+SOCS+FI+output_formation
576,15605814,15.6058,double_intermediate,1,plan+SOCS+FI+output_formation
577,15574704,15.5747,double_intermediate,1,plan+SOCS+FI+output_formation
578,15628405,15.6284,double_intermediate,1,plan+SOCS+FI+output_formation
579,15811430,15.8114,double_intermediate,1,plan+SOCS+FI+output_formation
580,15500796,15.5008,double_intermediate,1,plan+SOCS+FI+output_formation
581,15593509,15.5935,double_intermediate,1,plan+SOCS+FI+output_formation
582,15487957,15.488,double_intermediate,1,plan+SOCS+FI+output_formation
583,15477472,15.4775,double_intermediate,1,plan+SOCS+FI+output_formation
584,16558932,16.5589,double_intermediate,1,plan+SOCS+FI+output_formation
585,16907700,16.9077,double_intermediate,1,plan+SOCS+FI+output_formation
586,15482595,15.4826,double_intermediate,1,plan+SOCS+FI+output_formation
587,15568097,15.5681,double_intermediate,1,plan+SOCS+FI+output_formation
588,15499049,15.499,double_intermediate,1,plan+SOCS+FI+output_formation
589,15527510,15.5275,double_intermediate,1,plan+SOCS+FI+output_formation
590,15534192,15.5342,double_intermediate,1,plan+SOCS+FI+output_formation
591,15518830,15.5188,double_intermediate,1,plan+SOCS+FI+output_formation
592,15464100,15.4641,double_intermediate,1,plan+SOCS+FI+output_formation
593,15575848,15.5758,double_intermediate,1,plan+SOCS+FI+output_formation
594,15457323,15.4573,double_intermediate,1,plan+SOCS+FI+output_formation
595,15472615,15.4726,double_intermediate,1,plan+SOCS+FI+output_formation
596,15559793,15.5598,double_intermediate,1,plan+SOCS+FI+output_formation
597,15571297,15.5713,double_intermediate,1,plan+SOCS+FI+output_formation
598,15495084,15.4951,double_intermediate,1,plan+SOCS+FI+output_formation
599,15476666,15.4767,double_intermediate,1,plan+SOCS+FI+output_formation
600,15545139,15.5451,double_intermediate,1,plan+SOCS+FI+output_formation
601,15534031,15.534,double_intermediate,1,plan+SOCS+FI+output_formation
602,15477049,15.477,double_intermediate,1,plan+SOCS+FI+output_formation
603,15505212,15.5052,double_intermediate,1,plan+SOCS+FI+output_formation
604,15494407,15.4944,double_intermediate,1,plan+SOCS+FI+output_formation
605,15513416,15.5134,double_intermediate,1,plan+SOCS+FI+output_formation
606,15505577,15.5056,double_intermediate,1,plan+SOCS+FI+output_formation
607,15504726,15.5047,double_intermediate,1,plan+SOCS+FI+output_formation
608,15516207,15.5162,double_intermediate,1,plan+SOCS+FI+output_formation
609,15483274,15.4833,double_intermediate,1,plan+SOCS+FI+output_formation
610,15554615,15.5546,double_intermediate,1,plan+SOCS+FI+output_formation
611,15524017,15.524,double_intermediate,1,plan+SOCS+FI+output_formation
612,15511544,15.5115,double_intermediate,1,plan+SOCS+FI+output_formation
613,15493270,15.4933,double_intermediate,1,plan+SOCS+FI+output_formation
614,15543014,15.543,double_intermediate,1,plan+SOCS+FI+output_formation
615,15435471,15.4355,double_intermediate,1,plan+SOCS+FI+output_formation
616,15607101,15.6071,double_intermediate,1,plan+SOCS+FI+output_formation
617,17731136,17.7311,double_intermediate,1,plan+SOCS+FI+output_formation
618,15484168,15.4842,double_intermediate,1,plan+SOCS+FI+output_formation
619,15490673,15.4907,double_intermediate,1,plan+SOCS+FI+output_formation
620,15490814,15.4908,double_intermediate,1,plan+SOCS+FI+output_formation
621,15528738,15.5287,double_intermediate,1,plan+SOCS+FI+output_formation
622,15608865,15.6089,double_intermediate,1,plan+SOCS+FI+output_formation
623,15478156,15.4782,double_intermediate,1,plan+SOCS+FI+output_formation
624,15458034,15.458,double_intermediate,1,plan+SOCS+FI+output_formation
625,15566319,15.5663,double_intermediate,1,plan+SOCS+FI+output_formation
626,15469196,15.4692,double_intermediate,1,plan+SOCS+FI+output_formation
627,15606012,15.606,double_intermediate,1,plan+SOCS+FI+output_formation
628,18050079,18.0501,double_intermediate,1,plan+SOCS+FI+output_formation
629,15559265,15.5593,double_intermediate,1,plan+SOCS+FI+output_formation
630,15492371,15.4924,double_intermediate,1,plan+SOCS+FI+output_formation
631,15680446,15.6804,double_intermediate,1,plan+SOCS+FI+output_formation
632,15624703,15.6247,double_intermediate,1,plan+SOCS+FI+output_formation
633,15504222,15.5042,double_intermediate,1,plan+SOCS+FI+output_formation
634,15475443,15.4754,double_intermediate,1,plan+SOCS+FI+output_formation
635,15583508,15.5835,double_intermediate,1,plan+SOCS+FI+output_formation
636,15518147,15.5181,double_intermediate,1,plan+SOCS+FI+output_formation
637,15554380,15.5544,double_intermediate,1,plan+SOCS+FI+output_formation
638,15562295,15.5623,double_intermediate,1,plan+SOCS+FI+output_formation
639,15518209,15.5182,double_intermediate,1,plan+SOCS+FI+output_formation
640,15634435,15.6344,double_intermediate,1,plan+SOCS+FI+output_formation
641,15474749,15.4747,double_intermediate,1,plan+SOCS+FI+output_formation
642,15591146,15.5911,double_intermediate,1,plan+SOCS+FI+output_formation
643,15475043,15.475,double_intermediate,1,plan+SOCS+FI+output_formation
644,15498567,15.4986,double_intermediate,1,plan+SOCS+FI+output_formation
645,15536959,15.537,double_intermediate,1,plan+SOCS+FI+output_formation
646,15651946,15.6519,double_intermediate,1,plan+SOCS+FI+output_formation
647,15678593,15.6786,double_intermediate,1,plan+SOCS+FI+output_formation
648,16693567,16.6936,double_intermediate,1,plan+SOCS+FI+output_formation
649,16639536,16.6395,double_intermediate,1,plan+SOCS+FI+output_formation
650,15478798,15.4788,double_intermediate,1,plan+SOCS+FI+output_formation
651,15557871,15.5579,double_intermediate,1,plan+SOCS+FI+output_formation
652,15605457,15.6055,double_intermediate,1,plan+SOCS+FI+output_formation
653,15466980,15.467,double_intermediate,1,plan+SOCS+FI+output_formation
654,15582934,15.5829,double_intermediate,1,plan+SOCS+FI+output_formation
655,15535945,15.5359,double_intermediate,1,plan+SOCS+FI+output_formation
656,15526313,15.5263,double_intermediate,1,plan+SOCS+FI+output_formation
657,15568254,15.5683,double_intermediate,1,plan+SOCS+FI+output_formation
658,15484229,15.4842,double_intermediate,1,plan+SOCS+FI+output_formation
659,15480949,15.4809,double_intermediate,1,plan+SOCS+FI+output_formation
660,15509495,15.5095,double_intermediate,1,plan+SOCS+FI+output_formation
661,15632263,15.6323,double_intermediate,1,plan+SOCS+FI+output_formation
662,15529736,15.5297,double_intermediate,1,plan+SOCS+FI+output_formation
663,15461857,15.4619,double_intermediate,1,plan+SOCS+FI+output_formation
664,15586382,15.5864,double_intermediate,1,plan+SOCS+FI+output_formation
665,15526757,15.5268,double_intermediate,1,plan+SOCS+FI+output_formation
666,15497825,15.4978,double_intermediate,1,plan+SOCS+FI+output_formation
667,15508324,15.5083,double_intermediate,1,plan+SOCS+FI+output_formation
668,15499274,15.4993,double_intermediate,1,plan+SOCS+FI+output_formation
669,15455126,15.4551,double_intermediate,1,plan+SOCS+FI+output_formation
670,15492972,15.493,double_intermediate,1,plan+SOCS+FI+output_formation
671,15513428,15.5134,double_intermediate,1,plan+SOCS+FI+output_formation
672,15539495,15.5395,double_intermediate,1,plan+SOCS+FI+output_formation
673,15535074,15.5351,double_intermediate,1,plan+SOCS+FI+output_formation
674,15551388,15.5514,double_intermediate,1,plan+SOCS+FI+output_formation
675,15457324,15.4573,double_intermediate,1,plan+SOCS+FI+output_formation
676,15532656,15.5327,double_intermediate,1,plan+SOCS+FI+output_formation
677,15537133,15.5371,double_intermediate,1,plan+SOCS+FI+output_formation
678,15563178,15.5632,double_intermediate,1,plan+SOCS+FI+output_formation
679,15496656,15.4967,double_intermediate,1,plan+SOCS+FI+output_formation
680,16381026,16.381,double_intermediate,1,plan+SOCS+FI+output_formation
681,17925017,17.925,double_intermediate,1,plan+SOCS+FI+output_formation
682,15756990,15.757,double_intermediate,1,plan+SOCS+FI+output_formation
683,15561690,15.5617,double_intermediate,1,plan+SOCS+FI+output_formation
684,15570424,15.5704,double_intermediate,1,plan+SOCS+FI+output_formation
685,15717327,15.7173,double_intermediate,1,plan+SOCS+FI+output_formation
686,15968307,15.9683,double_intermediate,1,plan+SOCS+FI+output_formation
687,15486506,15.4865,double_intermediate,1,plan+SOCS+FI+output_formation
688,15483131,15.4831,double_intermediate,1,plan+SOCS+FI+output_formation
689,15588692,15.5887,double_intermediate,1,plan+SOCS+FI+output_formation
690,15692672,15.6927,double_intermediate,1,plan+SOCS+FI+output_formation
691,15989311,15.9893,double_intermediate,1,plan+SOCS+FI+output_formation
692,17075184,17.0752,double_intermediate,1,plan+SOCS+FI+output_formation
693,15549410,15.5494,double_intermediate,1,plan+SOCS+FI+output_formation
694,15520078,15.5201,double_intermediate,1,plan+SOCS+FI+output_formation
695,15628906,15.6289,double_intermediate,1,plan+SOCS+FI+output_formation
696,15711048,15.711,double_intermediate,1,plan+SOCS+FI+output_formation
697,15477282,15.4773,double_intermediate,1,plan+SOCS+FI+output_formation
698,15471305,15.4713,double_intermediate,1,plan+SOCS+FI+output_formation
699,15594195,15.5942,double_intermediate,1,plan+SOCS+FI+output_formation
700,15611040,15.611,double_intermediate,1,plan+SOCS+FI+output_formation
701,15568306,15.5683,double_intermediate,1,plan+SOCS+FI+output_formation
702,15499781,15.4998,double_intermediate,1,plan+SOCS+FI+output_formation
703,15697572,15.6976,double_intermediate,1,plan+SOCS+FI+output_formation
704,15650355,15.6504,double_intermediate,1,plan+SOCS+FI+output_formation
705,15528213,15.5282,double_intermediate,1,plan+SOCS+FI+output_formation
706,15749850,15.7499,double_intermediate,1,plan+SOCS+FI+output_formation
707,15549651,15.5497,double_intermediate,1,plan+SOCS+FI+output_formation
708,15581071,15.5811,double_intermediate,1,plan+SOCS+FI+output_formation
709,15476765,15.4768,double_intermediate,1,plan+SOCS+FI+output_formation
710,15555741,15.5557,double_intermediate,1,plan+SOCS+FI+output_formation
711,15816515,15.8165,double_intermediate,1,plan+SOCS+FI+output_formation
712,17982370,17.9824,double_intermediate,1,plan+SOCS+FI+output_formation
713,15454770,15.4548,double_intermediate,1,plan+SOCS+FI+output_formation
714,15506002,15.506,double_intermediate,1,plan+SOCS+FI+output_formation
715,15598321,15.5983,double_intermediate,1,plan+SOCS+FI+output_formation
716,15529656,15.5297,double_intermediate,1,plan+SOCS+FI+output_formation
717,15504820,15.5048,double_intermediate,1,plan+SOCS+FI+output_formation
718,15603858,15.6039,double_intermediate,1,plan+SOCS+FI+output_formation
719,15457227,15.4572,double_intermediate,1,plan+SOCS+FI+output_formation
720,15481466,15.4815,double_intermediate,1,plan+SOCS+FI+output_formation
721,15533861,15.5339,double_intermediate,1,plan+SOCS+FI+output_formation
722,15493161,15.4932,double_intermediate,1,plan+SOCS+FI+output_formation
723,15471673,15.4717,double_intermediate,1,plan+SOCS+FI+output_formation
724,15517876,15.5179,double_intermediate,1,plan+SOCS+FI+output_formation
725,15518762,15.5188,double_intermediate,1,plan+SOCS+FI+output_formation
726,15493708,15.4937,double_intermediate,1,plan+SOCS+FI+output_formation
727,15498208,15.4982,double_intermediate,1,plan+SOCS+FI+output_formation
728,15597407,15.5974,double_intermediate,1,plan+SOCS+FI+output_formation
729,15551358,15.5514,double_intermediate,1,plan+SOCS+FI+output_formation
730,15513949,15.5139,double_intermediate,1,plan+SOCS+FI+output_formation
731,15518861,15.5189,double_intermediate,1,plan+SOCS+FI+output_formation
732,15493042,15.493,double_intermediate,1,plan+SOCS+FI+output_formation
733,15472690,15.4727,double_intermediate,1,plan+SOCS+FI+output_formation
734,15533907,15.5339,double_intermediate,1,plan+SOCS+FI+output_formation
735,15519439,15.5194,double_intermediate,1,plan+SOCS+FI+output_formation
736,15488646,15.4886,double_intermediate,1,plan+SOCS+FI+output_formation
737,15539858,15.5399,double_intermediate,1,plan+SOCS+FI+output_formation
738,15585012,15.585,double_intermediate,1,plan+SOCS+FI+output_formation
739,15439696,15.4397,double_intermediate,1,plan+SOCS+FI+output_formation
740,15533985,15.534,double_intermediate,1,plan+SOCS+FI+output_formation
741,15502198,15.5022,double_intermediate,1,plan+SOCS+FI+output_formation
742,15534106,15.5341,double_intermediate,1,plan+SOCS+FI+output_formation
743,15447838,15.4478,double_intermediate,1,plan+SOCS+FI+output_formation
744,17845745,17.8457,double_intermediate,1,plan+SOCS+FI+output_formation
745,16148348,16.1483,double_intermediate,1,plan+SOCS+FI+output_formation
746,15524339,15.5243,double_intermediate,1,plan+SOCS+FI+output_formation
747,15563514,15.5635,double_intermediate,1,plan+SOCS+FI+output_formation
748,15491799,15.4918,double_intermediate,1,plan+SOCS+FI+output_formation
749,15502192,15.5022,double_intermediate,1,plan+SOCS+FI+output_formation
750,15729037,15.729,double_intermediate,1,plan+SOCS+FI+output_formation
751,15490417,15.4904,double_intermediate,1,plan+SOCS+FI+output_formation
752,15481604,15.4816,double_intermediate,1,plan+SOCS+FI+output_formation
753,15572882,15.5729,double_intermediate,1,plan+SOCS+FI+output_formation
754,15565472,15.5655,double_intermediate,1,plan+SOCS+FI+output_formation
755,16101631,16.1016,double_intermediate,1,plan+SOCS+FI+output_formation
756,15613240,15.6132,double_intermediate,1,plan+SOCS+FI+output_formation
757,15588300,15.5883,double_intermediate,1,plan+SOCS+FI+output_formation
758,16107238,16.1072,double_intermediate,1,plan+SOCS+FI+output_formation
759,17365794,17.3658,double_intermediate,1,plan+SOCS+FI+output_formation
760,15991380,15.9914,double_intermediate,1,plan+SOCS+FI+output_formation
761,16291655,16.2917,double_intermediate,1,plan+SOCS+FI+output_formation
762,16326881,16.3269,double_intermediate,1,plan+SOCS+FI+output_formation
763,16442890,16.4429,double_intermediate,1,plan+SOCS+FI+output_formation
764,16170452,16.1705,double_intermediate,1,plan+SOCS+FI+output_formation
765,16229624,16.2296,double_intermediate,1,plan+SOCS+FI+output_formation
766,16424988,16.425,double_intermediate,1,plan+SOCS+FI+output_formation
767,16598908,16.5989,double_intermediate,1,plan+SOCS+FI+output_formation
768,15469402,15.4694,double_intermediate,1,plan+SOCS+FI+output_formation
769,15574623,15.5746,double_intermediate,1,plan+SOCS+FI+output_formation
770,15487913,15.4879,double_intermediate,1,plan+SOCS+FI+output_formation
771,15622062,15.6221,double_intermediate,1,plan+SOCS+FI+output_formation
772,15571277,15.5713,double_intermediate,1,plan+SOCS+FI+output_formation
773,15589676,15.5897,double_intermediate,1,plan+SOCS+FI+output_formation
