name,rmse,max_abs,max_rel,mean_abs,correlation,psnr,reference_min,reference_max,actual_min,actual_max,threshold_rmse,threshold_max_abs,threshold_max_rel,passed
tmpImgp_vs_golden,2.9303560513803195e-08,3.5762786865234375e-07,2.6540381632994295e-06,1.4733238629105472e-08,0.9999999999999577,142.26472274530363,0.00032861315412446856,0.38032644987106323,0.00032861324143595994,0.3803265392780304,1e-05,0.0001,0.01,True
