iteration,latency_ns,latency_ms,measurement_type
632,13596328,13.596328,host_observed_busy_poll
633,13594960,13.59496,host_observed_busy_poll
634,13607723,13.607723,host_observed_busy_poll
635,13603884,13.603884,host_observed_busy_poll
636,13594815,13.594815,host_observed_busy_poll
637,13602955,13.602955,host_observed_busy_poll
638,13616817,13.616817,host_observed_busy_poll
639,13602169,13.602169,host_observed_busy_poll
640,13605242,13.605242,host_observed_busy_poll
641,13602399,13.602399,host_observed_busy_poll
642,13605736,13.605736,host_observed_busy_poll
643,13594972,13.594972,host_observed_busy_poll
644,13596916,13.596916,host_observed_busy_poll
645,13604531,13.604531,host_observed_busy_poll
646,13602226,13.602226,host_observed_busy_poll
647,13595386,13.595386,host_observed_busy_poll
648,13601602,13.601602,host_observed_busy_poll
649,13605877,13.605877,host_observed_busy_poll
650,13598579,13.598579,host_observed_busy_poll
651,13595792,13.595792,host_observed_busy_poll
652,13602953,13.602953,host_observed_busy_poll
653,13602199,13.602199,host_observed_busy_poll
654,13604774,13.604774,host_observed_busy_poll
655,13607046,13.607046,host_observed_busy_poll
656,13602759,13.602759,host_observed_busy_poll
657,13596524,13.596524,host_observed_busy_poll
658,13603724,13.603724,host_observed_busy_poll
659,13603124,13.603124,host_observed_busy_poll
660,13612627,13.612627,host_observed_busy_poll
661,13614912,13.614912,host_observed_busy_poll
662,13604895,13.604895,host_observed_busy_poll
663,13597773,13.597773,host_observed_busy_poll
664,13609082,13.609082,host_observed_busy_poll
665,13598125,13.598125,host_observed_busy_poll
666,13603190,13.60319,host_observed_busy_poll
667,13599683,13.599683,host_observed_busy_poll
668,13601439,13.601439,host_observed_busy_poll
669,13596931,13.596931,host_observed_busy_poll
670,13620195,13.620195,host_observed_busy_poll
671,13603577,13.603577,host_observed_busy_poll
672,13614335,13.614335,host_observed_busy_poll
673,13598056,13.598056,host_observed_busy_poll
674,13596628,13.596628,host_observed_busy_poll
675,13598219,13.598219,host_observed_busy_poll
676,13592329,13.592329,host_observed_busy_poll
677,13610128,13.610128,host_observed_busy_poll
678,13594996,13.594996,host_observed_busy_poll
679,13595606,13.595606,host_observed_busy_poll
680,13598583,13.598583,host_observed_busy_poll
681,13600812,13.600812,host_observed_busy_poll
682,13593664,13.593664,host_observed_busy_poll
683,13598719,13.598719,host_observed_busy_poll
684,13603728,13.603728,host_observed_busy_poll
685,13595411,13.595411,host_observed_busy_poll
686,13594949,13.594949,host_observed_busy_poll
687,13602915,13.602915,host_observed_busy_poll
688,13606848,13.606848,host_observed_busy_poll
689,13604769,13.604769,host_observed_busy_poll
690,13603892,13.603892,host_observed_busy_poll
691,13604583,13.604583,host_observed_busy_poll
692,13606365,13.606365,host_observed_busy_poll
693,13598437,13.598437,host_observed_busy_poll
694,13595104,13.595104,host_observed_busy_poll
695,13603900,13.6039,host_observed_busy_poll
696,13596012,13.596012,host_observed_busy_poll
697,13606554,13.606554,host_observed_busy_poll
698,13607445,13.607445,host_observed_busy_poll
699,13598441,13.598441,host_observed_busy_poll
700,13605044,13.605044,host_observed_busy_poll
701,13595414,13.595414,host_observed_busy_poll
702,13602675,13.602675,host_observed_busy_poll
703,13601812,13.601812,host_observed_busy_poll
704,13602669,13.602669,host_observed_busy_poll
705,13598569,13.598569,host_observed_busy_poll
706,13596899,13.596899,host_observed_busy_poll
707,13621577,13.621577,host_observed_busy_poll
708,13597161,13.597161,host_observed_busy_poll
709,13606071,13.606071,host_observed_busy_poll
710,13605449,13.605449,host_observed_busy_poll
711,13602444,13.602444,host_observed_busy_poll
712,13594905,13.594905,host_observed_busy_poll
713,13592278,13.592278,host_observed_busy_poll
714,13598209,13.598209,host_observed_busy_poll
715,13598318,13.598318,host_observed_busy_poll
716,13607565,13.607565,host_observed_busy_poll
717,13593303,13.593303,host_observed_busy_poll
718,13600988,13.600988,host_observed_busy_poll
719,13594719,13.594719,host_observed_busy_poll
720,13620048,13.620048,host_observed_busy_poll
721,13606673,13.606673,host_observed_busy_poll
722,13607203,13.607203,host_observed_busy_poll
723,13602602,13.602602,host_observed_busy_poll
724,13600954,13.600954,host_observed_busy_poll
725,13610242,13.610242,host_observed_busy_poll
726,13604688,13.604688,host_observed_busy_poll
727,13595603,13.595603,host_observed_busy_poll
728,13598574,13.598574,host_observed_busy_poll
729,13595949,13.595949,host_observed_busy_poll
730,13611940,13.61194,host_observed_busy_poll
731,13602439,13.602439,host_observed_busy_poll
732,13606032,13.606032,host_observed_busy_poll
733,13600625,13.600625,host_observed_busy_poll
734,13601072,13.601072,host_observed_busy_poll
735,13605127,13.605127,host_observed_busy_poll
736,13607477,13.607477,host_observed_busy_poll
737,13605828,13.605828,host_observed_busy_poll
738,13598925,13.598925,host_observed_busy_poll
739,13602285,13.602285,host_observed_busy_poll
740,13605815,13.605815,host_observed_busy_poll
741,13611759,13.611759,host_observed_busy_poll
742,13602516,13.602516,host_observed_busy_poll
743,13610451,13.610451,host_observed_busy_poll
744,13603489,13.603489,host_observed_busy_poll
745,13596571,13.596571,host_observed_busy_poll
746,13593183,13.593183,host_observed_busy_poll
747,13605112,13.605112,host_observed_busy_poll
748,13601691,13.601691,host_observed_busy_poll
749,13596565,13.596565,host_observed_busy_poll
750,13609755,13.609755,host_observed_busy_poll
751,13602822,13.602822,host_observed_busy_poll
752,15029405,15.029405,host_observed_busy_poll
753,13603505,13.603505,host_observed_busy_poll
754,13595303,13.595303,host_observed_busy_poll
755,13607392,13.607392,host_observed_busy_poll
756,13602545,13.602545,host_observed_busy_poll
757,13602464,13.602464,host_observed_busy_poll
758,13602274,13.602274,host_observed_busy_poll
759,13603441,13.603441,host_observed_busy_poll
760,13605087,13.605087,host_observed_busy_poll
761,13597953,13.597953,host_observed_busy_poll
762,13607207,13.607207,host_observed_busy_poll
763,13593406,13.593406,host_observed_busy_poll
764,13600024,13.600024,host_observed_busy_poll
765,13596702,13.596702,host_observed_busy_poll
766,13602599,13.602599,host_observed_busy_poll
767,13600619,13.600619,host_observed_busy_poll
768,13599922,13.599922,host_observed_busy_poll
769,13600166,13.600166,host_observed_busy_poll
770,13601009,13.601009,host_observed_busy_poll
771,13609447,13.609447,host_observed_busy_poll
772,13601962,13.601962,host_observed_busy_poll
773,13598223,13.598223,host_observed_busy_poll
774,13596753,13.596753,host_observed_busy_poll
775,13606598,13.606598,host_observed_busy_poll
776,13604355,13.604355,host_observed_busy_poll
777,13598394,13.598394,host_observed_busy_poll
778,13602004,13.602004,host_observed_busy_poll
779,13605038,13.605038,host_observed_busy_poll
780,13598522,13.598522,host_observed_busy_poll
781,13605950,13.60595,host_observed_busy_poll
782,13599765,13.599765,host_observed_busy_poll
783,13595746,13.595746,host_observed_busy_poll
784,13604056,13.604056,host_observed_busy_poll
785,13605603,13.605603,host_observed_busy_poll
786,13607243,13.607243,host_observed_busy_poll
787,13596359,13.596359,host_observed_busy_poll
788,13607890,13.60789,host_observed_busy_poll
789,13604818,13.604818,host_observed_busy_poll
790,13599660,13.59966,host_observed_busy_poll
791,13601310,13.60131,host_observed_busy_poll
792,13598909,13.598909,host_observed_busy_poll
793,13604222,13.604222,host_observed_busy_poll
794,13598672,13.598672,host_observed_busy_poll
795,13602944,13.602944,host_observed_busy_poll
796,13596409,13.596409,host_observed_busy_poll
797,13598712,13.598712,host_observed_busy_poll
798,13603138,13.603138,host_observed_busy_poll
799,13600664,13.600664,host_observed_busy_poll
800,13605674,13.605674,host_observed_busy_poll
801,13594002,13.594002,host_observed_busy_poll
802,13596622,13.596622,host_observed_busy_poll
803,13595763,13.595763,host_observed_busy_poll
804,13596066,13.596066,host_observed_busy_poll
805,13598324,13.598324,host_observed_busy_poll
806,13592400,13.5924,host_observed_busy_poll
807,13597495,13.597495,host_observed_busy_poll
808,13603028,13.603028,host_observed_busy_poll
809,13600423,13.600423,host_observed_busy_poll
810,13608901,13.608901,host_observed_busy_poll
811,13603412,13.603412,host_observed_busy_poll
812,13603154,13.603154,host_observed_busy_poll
813,13593773,13.593773,host_observed_busy_poll
814,13604899,13.604899,host_observed_busy_poll
815,13603332,13.603332,host_observed_busy_poll
816,13593349,13.593349,host_observed_busy_poll
817,13596209,13.596209,host_observed_busy_poll
818,13593718,13.593718,host_observed_busy_poll
819,13591305,13.591305,host_observed_busy_poll
820,13593525,13.593525,host_observed_busy_poll
821,13590100,13.5901,host_observed_busy_poll
822,13587574,13.587574,host_observed_busy_poll
823,13593265,13.593265,host_observed_busy_poll
824,13587886,13.587886,host_observed_busy_poll
825,13589747,13.589747,host_observed_busy_poll
826,13591165,13.591165,host_observed_busy_poll
827,13591635,13.591635,host_observed_busy_poll
828,13591682,13.591682,host_observed_busy_poll
829,13593245,13.593245,host_observed_busy_poll
830,13591526,13.591526,host_observed_busy_poll
831,13587967,13.587967,host_observed_busy_poll
832,13601457,13.601457,host_observed_busy_poll
833,13595471,13.595471,host_observed_busy_poll
834,13596428,13.596428,host_observed_busy_poll
835,13596340,13.59634,host_observed_busy_poll
836,13594293,13.594293,host_observed_busy_poll
837,13601555,13.601555,host_observed_busy_poll
838,13604156,13.604156,host_observed_busy_poll
839,13607653,13.607653,host_observed_busy_poll
840,13593161,13.593161,host_observed_busy_poll
841,13595583,13.595583,host_observed_busy_poll
842,13606057,13.606057,host_observed_busy_poll
843,13596409,13.596409,host_observed_busy_poll
844,13603694,13.603694,host_observed_busy_poll
845,13602250,13.60225,host_observed_busy_poll
846,13604081,13.604081,host_observed_busy_poll
847,13593268,13.593268,host_observed_busy_poll
848,13606108,13.606108,host_observed_busy_poll
849,13598290,13.59829,host_observed_busy_poll
850,13598556,13.598556,host_observed_busy_poll
851,13603743,13.603743,host_observed_busy_poll
852,13601368,13.601368,host_observed_busy_poll
853,13603142,13.603142,host_observed_busy_poll
854,13600234,13.600234,host_observed_busy_poll
855,13600573,13.600573,host_observed_busy_poll
856,13606445,13.606445,host_observed_busy_poll
857,13600709,13.600709,host_observed_busy_poll
858,13598334,13.598334,host_observed_busy_poll
859,13597041,13.597041,host_observed_busy_poll
860,13591227,13.591227,host_observed_busy_poll
861,13595567,13.595567,host_observed_busy_poll
862,13595574,13.595574,host_observed_busy_poll
863,13599526,13.599526,host_observed_busy_poll
864,13601955,13.601955,host_observed_busy_poll
865,13599913,13.599913,host_observed_busy_poll
866,13591536,13.591536,host_observed_busy_poll
867,13604950,13.60495,host_observed_busy_poll
868,13598708,13.598708,host_observed_busy_poll
869,13600879,13.600879,host_observed_busy_poll
870,13601189,13.601189,host_observed_busy_poll
871,13591407,13.591407,host_observed_busy_poll
872,13595278,13.595278,host_observed_busy_poll
873,13591423,13.591423,host_observed_busy_poll
874,13594631,13.594631,host_observed_busy_poll
875,13594198,13.594198,host_observed_busy_poll
876,13602592,13.602592,host_observed_busy_poll
877,13602944,13.602944,host_observed_busy_poll
878,13597902,13.597902,host_observed_busy_poll
879,13606942,13.606942,host_observed_busy_poll
880,13602254,13.602254,host_observed_busy_poll
881,13611581,13.611581,host_observed_busy_poll
882,13598199,13.598199,host_observed_busy_poll
883,13597908,13.597908,host_observed_busy_poll
884,13597400,13.5974,host_observed_busy_poll
885,13600641,13.600641,host_observed_busy_poll
886,13596319,13.596319,host_observed_busy_poll
887,13603879,13.603879,host_observed_busy_poll
888,13593920,13.59392,host_observed_busy_poll
889,13600103,13.600103,host_observed_busy_poll
890,13602481,13.602481,host_observed_busy_poll
891,13604219,13.604219,host_observed_busy_poll
892,13594006,13.594006,host_observed_busy_poll
893,13609234,13.609234,host_observed_busy_poll
894,13593346,13.593346,host_observed_busy_poll
895,13594206,13.594206,host_observed_busy_poll
896,13603940,13.60394,host_observed_busy_poll
897,13599236,13.599236,host_observed_busy_poll
898,13597954,13.597954,host_observed_busy_poll
899,13595525,13.595525,host_observed_busy_poll
900,13600320,13.60032,host_observed_busy_poll
901,13599982,13.599982,host_observed_busy_poll
902,13630398,13.630398,host_observed_busy_poll
903,13598275,13.598275,host_observed_busy_poll
904,13598112,13.598112,host_observed_busy_poll
905,13604921,13.604921,host_observed_busy_poll
906,13600975,13.600975,host_observed_busy_poll
907,13602940,13.60294,host_observed_busy_poll
908,13600099,13.600099,host_observed_busy_poll
909,13607926,13.607926,host_observed_busy_poll
910,13602054,13.602054,host_observed_busy_poll
911,13601508,13.601508,host_observed_busy_poll
912,13600283,13.600283,host_observed_busy_poll
913,13605549,13.605549,host_observed_busy_poll
914,13604212,13.604212,host_observed_busy_poll
915,13605042,13.605042,host_observed_busy_poll
916,13602737,13.602737,host_observed_busy_poll
917,13606621,13.606621,host_observed_busy_poll
918,13605958,13.605958,host_observed_busy_poll
919,13605111,13.605111,host_observed_busy_poll
920,13602506,13.602506,host_observed_busy_poll
921,13605512,13.605512,host_observed_busy_poll
922,13596653,13.596653,host_observed_busy_poll
923,13600715,13.600715,host_observed_busy_poll
924,13597387,13.597387,host_observed_busy_poll
925,13606515,13.606515,host_observed_busy_poll
926,13605103,13.605103,host_observed_busy_poll
927,13600777,13.600777,host_observed_busy_poll
928,13605987,13.605987,host_observed_busy_poll
929,13591453,13.591453,host_observed_busy_poll
930,13596244,13.596244,host_observed_busy_poll
931,13604336,13.604336,host_observed_busy_poll
932,13607180,13.60718,host_observed_busy_poll
933,13593804,13.593804,host_observed_busy_poll
934,13605057,13.605057,host_observed_busy_poll
935,13602232,13.602232,host_observed_busy_poll
936,13598784,13.598784,host_observed_busy_poll
937,13606573,13.606573,host_observed_busy_poll
938,13599173,13.599173,host_observed_busy_poll
939,13597052,13.597052,host_observed_busy_poll
940,13596347,13.596347,host_observed_busy_poll
941,13598709,13.598709,host_observed_busy_poll
942,13598326,13.598326,host_observed_busy_poll
943,13597287,13.597287,host_observed_busy_poll
944,13591535,13.591535,host_observed_busy_poll
945,13591447,13.591447,host_observed_busy_poll
946,13600405,13.600405,host_observed_busy_poll
947,13602719,13.602719,host_observed_busy_poll
948,13597157,13.597157,host_observed_busy_poll
949,13599635,13.599635,host_observed_busy_poll
950,13597163,13.597163,host_observed_busy_poll
951,13605961,13.605961,host_observed_busy_poll
952,13602929,13.602929,host_observed_busy_poll
953,13595814,13.595814,host_observed_busy_poll
954,13593261,13.593261,host_observed_busy_poll
955,13598954,13.598954,host_observed_busy_poll
956,13600889,13.600889,host_observed_busy_poll
957,13608601,13.608601,host_observed_busy_poll
958,13608666,13.608666,host_observed_busy_poll
959,13598605,13.598605,host_observed_busy_poll
960,13599715,13.599715,host_observed_busy_poll
961,13606570,13.60657,host_observed_busy_poll
962,13600437,13.600437,host_observed_busy_poll
963,13595029,13.595029,host_observed_busy_poll
964,13593976,13.593976,host_observed_busy_poll
965,13607465,13.607465,host_observed_busy_poll
966,13619589,13.619589,host_observed_busy_poll
967,13600465,13.600465,host_observed_busy_poll
968,13608387,13.608387,host_observed_busy_poll
969,13603731,13.603731,host_observed_busy_poll
970,13599874,13.599874,host_observed_busy_poll
971,13610902,13.610902,host_observed_busy_poll
972,13602837,13.602837,host_observed_busy_poll
973,13599372,13.599372,host_observed_busy_poll
974,13595359,13.595359,host_observed_busy_poll
975,13598440,13.59844,host_observed_busy_poll
976,13597210,13.59721,host_observed_busy_poll
977,13604104,13.604104,host_observed_busy_poll
978,13601572,13.601572,host_observed_busy_poll
979,13602227,13.602227,host_observed_busy_poll
980,13608571,13.608571,host_observed_busy_poll
981,13592100,13.5921,host_observed_busy_poll
982,13595900,13.5959,host_observed_busy_poll
983,13596053,13.596053,host_observed_busy_poll
984,13597658,13.597658,host_observed_busy_poll
985,13598339,13.598339,host_observed_busy_poll
986,13595947,13.595947,host_observed_busy_poll
987,13594126,13.594126,host_observed_busy_poll
988,13595412,13.595412,host_observed_busy_poll
989,13601984,13.601984,host_observed_busy_poll
990,13597652,13.597652,host_observed_busy_poll
991,13803292,13.803292,host_observed_busy_poll
992,13603472,13.603472,host_observed_busy_poll
993,13606203,13.606203,host_observed_busy_poll
994,13603311,13.603311,host_observed_busy_poll
995,13612132,13.612132,host_observed_busy_poll
996,13608909,13.608909,host_observed_busy_poll
997,13606083,13.606083,host_observed_busy_poll
998,13604512,13.604512,host_observed_busy_poll
999,13609334,13.609334,host_observed_busy_poll
